"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"12119","45540","Sumter FL","The Villages, FL",129752,1,1 
"12121","99999","Suwannee FL","[not in a CBSA]",43474,0.0024,1 
"12123","99999","Taylor FL","[not in a CBSA]",21796,0.0012,1 
"12125","99999","Union FL","[not in a CBSA]",16147,0.0009,1 
"12127","19660","Volusia FL","Deltona-Daytona Beach-Ormond Beach, FL",553543,0.8275,1 
"12129","45220","Wakulla FL","Tallahassee, FL",33764,0.0879,1 
"12131","18880","Walton FL","Crestview-Fort Walton Beach-Destin, FL",75305,0.2624,1 
"12133","99999","Washington FL","[not in a CBSA]",25318,0.0014,1 
"13001","99999","Appling GA","[not in a CBSA]",18444,0.001,1 
"13003","20060","Atkinson GA","Douglas, GA",8286,0.1613,1 
"13005","99999","Bacon GA","[not in a CBSA]",11140,0.0006,1 
"13007","99999","Baker GA","[not in a CBSA]",2876,0.0002,1 
"13009","33300","Baldwin GA","Milledgeville, GA",43799,0.8337,1 
"13011","99999","Banks GA","[not in a CBSA]",18035,0.001,1 
"13013","12060","Barrow GA","Atlanta-Sandy Springs-Alpharetta, GA",83505,0.0137,1 
"13015","12060","Bartow GA","Atlanta-Sandy Springs-Alpharetta, GA",108901,0.0179,1 
"13017","22340","Ben Hill GA","Fitzgerald, GA",17194,1,1 
"13019","99999","Berrien GA","[not in a CBSA]",18160,0.001,1 
"13021","31420","Bibb GA","Macon-Bibb County, GA",157346,0.673,1 
"13023","99999","Bleckley GA","[not in a CBSA]",12583,0.0007,1 
"13025","15260","Brantley GA","Brunswick, GA",18021,0.1588,1 
"13027","46660","Brooks GA","Valdosta, GA",16301,0.11,1 
"13029","42340","Bryan GA","Savannah, GA",44738,0.1105,1 
"13031","44340","Bulloch GA","Statesboro, GA",81099,1,1 
"13033","12260","Burke GA","Augusta-Richmond County, GA-SC",24596,0.0403,1 
"13035","12060","Butts GA","Atlanta-Sandy Springs-Alpharetta, GA",25434,0.0042,1 
"13037","99999","Calhoun GA","[not in a CBSA]",5573,0.0003,1 
"13039","41220","Camden GA","St. Marys, GA",54768,1,1 
"13043","99999","Candler GA","[not in a CBSA]",10981,0.0006,1 
"13045","12060","Carroll GA","Atlanta-Sandy Springs-Alpharetta, GA",119148,0.0196,1 
"13047","16860","Catoosa GA","Chattanooga, TN-GA",67872,0.1206,1 
"13049","99999","Charlton GA","[not in a CBSA]",12518,0.0007,1 
"13051","42340","Chatham GA","Savannah, GA",295291,0.7295,1 
"13053","17980","Chattahoochee GA","Columbus, GA-AL",9565,0.0291,1 
"13055","44900","Chattooga GA","Summerville, GA",24965,1,1 
"13057","12060","Cherokee GA","Atlanta-Sandy Springs-Alpharetta, GA",266620,0.0438,1 
"13059","12020","Clarke GA","Athens-Clarke County, GA",128671,0.5973,1 
"13061","99999","Clay GA","[not in a CBSA]",2848,0.0002,1 
"13063","12060","Clayton GA","Atlanta-Sandy Springs-Alpharetta, GA",297595,0.0489,1 
"13065","99999","Clinch GA","[not in a CBSA]",6749,0.0004,1 
"13067","12060","Cobb GA","Atlanta-Sandy Springs-Alpharetta, GA",766149,0.1258,1 
"13069","20060","Coffee GA","Douglas, GA",43092,0.8387,1 
"13071","34220","Colquitt GA","Moultrie, GA",45898,1,1 
"13073","12260","Columbia GA","Augusta-Richmond County, GA-SC",156010,0.2553,1 
"13075","99999","Cook GA","[not in a CBSA]",17229,0.001,1 
"13077","12060","Coweta GA","Atlanta-Sandy Springs-Alpharetta, GA",146158,0.024,1 
"13079","31420","Crawford GA","Macon-Bibb County, GA",12130,0.0519,1 
"13081","18380","Crisp GA","Cordele, GA",20128,1,1 
"13083","16860","Dade GA","Chattanooga, TN-GA",16251,0.0289,1 
"13085","12060","Dawson GA","Atlanta-Sandy Springs-Alpharetta, GA",26798,0.0044,1 
"13087","12460","Decatur GA","Bainbridge, GA",29367,1,1 
"13089","12060","DeKalb GA","Atlanta-Sandy Springs-Alpharetta, GA",764382,0.1255,1 
"13091","99999","Dodge GA","[not in a CBSA]",19925,0.0011,1 
"13093","99999","Dooly GA","[not in a CBSA]",11208,0.0006,1 
"13095","10500","Dougherty GA","Albany, GA",85790,0.5761,1 
"13097","12060","Douglas GA","Atlanta-Sandy Springs-Alpharetta, GA",144237,0.0237,1 
"13099","99999","Early GA","[not in a CBSA]",10854,0.0006,1 
"13101","46660","Echols GA","Valdosta, GA",3697,0.025,1 
"13103","42340","Effingham GA","Savannah, GA",64769,0.16,1 
"13105","99999","Elbert GA","[not in a CBSA]",19637,0.0011,1 
"13107","99999","Emanuel GA","[not in a CBSA]",22768,0.0013,1 
"13109","99999","Evans GA","[not in a CBSA]",10774,0.0006,1 
"13111","99999","Fannin GA","[not in a CBSA]",25319,0.0014,1 
"13113","12060","Fayette GA","Atlanta-Sandy Springs-Alpharetta, GA",119194,0.0196,1 
"13115","40660","Floyd GA","Rome, GA",98584,1,1 
"13117","12060","Forsyth GA","Atlanta-Sandy Springs-Alpharetta, GA",251283,0.0413,1 
"13119","99999","Franklin GA","[not in a CBSA]",23424,0.0013,1 
"13121","12060","Fulton GA","Atlanta-Sandy Springs-Alpharetta, GA",1066710,0.1752,1 
"13123","99999","Gilmer GA","[not in a CBSA]",31353,0.0017,1 
"13125","99999","Glascock GA","[not in a CBSA]",2884,0.0002,1 
"13127","15260","Glynn GA","Brunswick, GA",84499,0.7445,1 
"13129","15660","Gordon GA","Calhoun, GA",57544,1,1 
"13131","99999","Grady GA","[not in a CBSA]",26236,0.0015,1 
"13133","99999","Greene GA","[not in a CBSA]",18915,0.0011,1 
"13135","12060","Gwinnett GA","Atlanta-Sandy Springs-Alpharetta, GA",957062,0.1572,1 
"13137","18460","Habersham GA","Cornelia, GA",46031,1,1 
"13139","23580","Hall GA","Gainesville, GA",203136,1,1 
"13141","33300","Hancock GA","Milledgeville, GA",8735,0.1663,1 
"13143","12060","Haralson GA","Atlanta-Sandy Springs-Alpharetta, GA",29919,0.0049,1 
"13145","17980","Harris GA","Columbus, GA-AL",34668,0.1054,1 
"13147","99999","Hart GA","[not in a CBSA]",25828,0.0014,1 
"13149","12060","Heard GA","Atlanta-Sandy Springs-Alpharetta, GA",11412,0.0019,1 
"13151","12060","Henry GA","Atlanta-Sandy Springs-Alpharetta, GA",240712,0.0395,1 
"13153","47580","Houston GA","Warner Robins, GA",163633,0.854,1 
"13155","99999","Irwin GA","[not in a CBSA]",9666,0.0005,1 
"13157","27600","Jackson GA","Jefferson, GA",75907,1,1 
"13159","12060","Jasper GA","Atlanta-Sandy Springs-Alpharetta, GA",14588,0.0024,1 
"13161","99999","Jeff Davis GA","[not in a CBSA]",14779,0.0008,1 
"13163","99999","Jefferson GA","[not in a CBSA]",15709,0.0009,1 
"13165","99999","Jenkins GA","[not in a CBSA]",8674,0.0005,1 
"13167","20140","Johnson GA","Dublin, GA",9189,0.141,1 
"13169","31420","Jones GA","Macon-Bibb County, GA",28347,0.1212,1 
"13171","12060","Lamar GA","Atlanta-Sandy Springs-Alpharetta, GA",18500,0.003,1 
"13173","46660","Lanier GA","Valdosta, GA",9877,0.0667,1 
"13175","20140","Laurens GA","Dublin, GA",49570,0.7607,1 
"13177","10500","Lee GA","Albany, GA",33163,0.2227,1 
"13179","25980","Liberty GA","Hinesville, GA",65256,0.8014,1 
"13181","12260","Lincoln GA","Augusta-Richmond County, GA-SC",7690,0.0126,1 
"13183","25980","Long GA","Hinesville, GA",16168,0.1986,1 
"13185","46660","Lowndes GA","Valdosta, GA",118251,0.7983,1 
"13187","99999","Lumpkin GA","[not in a CBSA]",33488,0.0019,1 
"13189","12260","McDuffie GA","Augusta-Richmond County, GA-SC",21632,0.0354,1 
"13191","15260","McIntosh GA","Brunswick, GA",10975,0.0967,1 
"13193","99999","Macon GA","[not in a CBSA]",12082,0.0007,1 
"13195","12020","Madison GA","Athens-Clarke County, GA",30120,0.1398,1 
"13197","17980","Marion GA","Columbus, GA-AL",7498,0.0228,1 
"13199","12060","Meriwether GA","Atlanta-Sandy Springs-Alpharetta, GA",20613,0.0034,1 
"13201","99999","Miller GA","[not in a CBSA]",6000,0.0003,1 
"13205","99999","Mitchell GA","[not in a CBSA]",21755,0.0012,1 
"13207","31420","Monroe GA","Macon-Bibb County, GA",27957,0.1196,1 
"13209","47080","Montgomery GA","Vidalia, GA",8610,0.2416,1 
"13211","12060","Morgan GA","Atlanta-Sandy Springs-Alpharetta, GA",20097,0.0033,1 
"13213","19140","Murray GA","Dalton, GA",39973,0.2799,1 
"13215","17980","Muscogee GA","Columbus, GA-AL",206922,0.6292,1 
"13217","12060","Newton GA","Atlanta-Sandy Springs-Alpharetta, GA",112483,0.0185,1 
"13219","12020","Oconee GA","Athens-Clarke County, GA",41799,0.194,1 
"13221","12020","Oglethorpe GA","Athens-Clarke County, GA",14825,0.0688,1 
"13223","12060","Paulding GA","Atlanta-Sandy Springs-Alpharetta, GA",168661,0.0277,1 
"13225","47580","Peach GA","Warner Robins, GA",27981,0.146,1 
"13227","12060","Pickens GA","Atlanta-Sandy Springs-Alpharetta, GA",33216,0.0055,1 
"13229","48180","Pierce GA","Waycross, GA",19716,0.3523,1 
"13231","12060","Pike GA","Atlanta-Sandy Springs-Alpharetta, GA",18889,0.0031,1 
"13233","16340","Polk GA","Cedartown, GA",42853,1,1 
"13235","99999","Pulaski GA","[not in a CBSA]",9855,0.0005,1 
"13237","99999","Putnam GA","[not in a CBSA]",22047,0.0012,1 
"13239","21640","Quitman GA","Eufaula, AL-GA",2235,0.0814,1 
"13241","99999","Rabun GA","[not in a CBSA]",16883,0.0009,1 
"13243","99999","Randolph GA","[not in a CBSA]",6425,0.0004,1 
"13245","12260","Richmond GA","Augusta-Richmond County, GA-SC",206607,0.3381,1 
"13247","12060","Rockdale GA","Atlanta-Sandy Springs-Alpharetta, GA",93570,0.0154,1 
"13249","11140","Schley GA","Americus, GA",4547,0.1331,1 
"13251","99999","Screven GA","[not in a CBSA]",14067,0.0008,1 
"13253","99999","Seminole GA","[not in a CBSA]",9147,0.0005,1 
"13255","12060","Spalding GA","Atlanta-Sandy Springs-Alpharetta, GA",67306,0.0111,1 
"13257","45740","Stephens GA","Toccoa, GA",26784,1,1 
"13259","17980","Stewart GA","Columbus, GA-AL",5314,0.0162,1 
"13261","11140","Sumter GA","Americus, GA",29616,0.8669,1 
"13263","17980","Talbot GA","Columbus, GA-AL",5733,0.0174,1 
"13265","99999","Taliaferro GA","[not in a CBSA]",1559,0.0001,1 
"13267","99999","Tattnall GA","[not in a CBSA]",22842,0.0013,1 
"13269","99999","Taylor GA","[not in a CBSA]",7816,0.0004,1 
"13271","99999","Telfair GA","[not in a CBSA]",12477,0.0007,1 
"13273","10500","Terrell GA","Albany, GA",9185,0.0617,1 
"13275","45620","Thomas GA","Thomasville, GA",45798,1,1 
"13277","45700","Tift GA","Tifton, GA",41344,1,1 
"13279","47080","Toombs GA","Vidalia, GA",27030,0.7584,1 
"13281","99999","Towns GA","[not in a CBSA]",12493,0.0007,1 
"13283","20140","Treutlen GA","Dublin, GA",6406,0.0983,1 
"13285","29300","Troup GA","LaGrange, GA-AL",69426,0.6663,1 
"13287","99999","Turner GA","[not in a CBSA]",9006,0.0005,1 
"13289","31420","Twiggs GA","Macon-Bibb County, GA",8022,0.0343,1 
"13291","99999","Union GA","[not in a CBSA]",24632,0.0014,1 
"13293","45580","Upson GA","Thomaston, GA",27700,1,1 
"13295","16860","Walker GA","Chattanooga, TN-GA",67654,0.1202,1 
"13297","12060","Walton GA","Atlanta-Sandy Springs-Alpharetta, GA",96673,0.0159,1 
"13299","48180","Ware GA","Waycross, GA",36251,0.6477,1 
"13301","99999","Warren GA","[not in a CBSA]",5215,0.0003,1 
"13303","99999","Washington GA","[not in a CBSA]",19988,0.0011,1 
"13305","27700","Wayne GA","Jesup, GA",30144,1,1 
"13307","99999","Webster GA","[not in a CBSA]",2348,0.0001,1 
"13309","99999","Wheeler GA","[not in a CBSA]",7471,0.0004,1 
"13311","99999","White GA","[not in a CBSA]",28003,0.0016,1 
"13313","19140","Whitfield GA","Dalton, GA",102864,0.7201,1 
"13315","99999","Wilcox GA","[not in a CBSA]",8766,0.0005,1 
"13317","99999","Wilkes GA","[not in a CBSA]",9565,0.0005,1 
"13319","99999","Wilkinson GA","[not in a CBSA]",8877,0.0005,1 
"13321","10500","Worth GA","Albany, GA",20784,0.1396,1 
"15001","25900","Hawaii HI","Hilo, HI",200629,1,1 
"15003","46520","Honolulu HI","Urban Honolulu, HI",1016508,1,1 
"15005","99999","Kalawao HI","[not in a CBSA]",82,0,1 
"15007","28180","Kauai HI","Kapaa, HI",73298,1,1 
"15009","27980","Maui HI","Kahului-Wailuku-Lahaina, HI",164754,1,1 
"16001","14260","Ada ID","Boise City, ID",494967,0.6473,1 
"16003","99999","Adams ID","[not in a CBSA]",4379,0.0002,1 
"16005","38540","Bannock ID","Pocatello, ID",87018,0.917,1 
"16007","99999","Bear Lake ID","[not in a CBSA]",6372,0.0004,1 
"16009","99999","Benewah ID","[not in a CBSA]",9530,0.0005,1 
"16011","13940","Bingham ID","Blackfoot, ID",47992,1,1 
"16013","25200","Blaine ID","Hailey, ID",24272,0.9575,1 
"16015","14260","Boise ID","Boise City, ID",7610,0.01,1 
"16017","41760","Bonner ID","Sandpoint, ID",47110,1,1 
"16019","26820","Bonneville ID","Idaho Falls, ID",123964,0.7874,1 
"16021","99999","Boundary ID","[not in a CBSA]",12056,0.0007,1 
"16023","26820","Butte ID","Idaho Falls, ID",2574,0.0164,1 
"16025","25200","Camas ID","Hailey, ID",1077,0.0425,1 
"16027","14260","Canyon ID","Boise City, ID",231105,0.3022,1 
"16029","99999","Caribou ID","[not in a CBSA]",7027,0.0004,1 
"16031","15420","Cassia ID","Burley, ID",24655,0.5329,1 
"16033","99999","Clark ID","[not in a CBSA]",790,0,1 
"16035","99999","Clearwater ID","[not in a CBSA]",8734,0.0005,1 
"16037","99999","Custer ID","[not in a CBSA]",4275,0.0002,1 
"16039","34300","Elmore ID","Mountain Home, ID",28666,1,1 
"16041","30860","Franklin ID","Logan, UT-ID",14194,0.0963,1 
"16043","39940","Fremont ID","Rexburg, ID",13388,0.2019,1 
"16045","14260","Gem ID","Boise City, ID",19123,0.025,1 
"16047","99999","Gooding ID","[not in a CBSA]",15598,0.0009,1 
"16049","99999","Idaho ID","[not in a CBSA]",16541,0.0009,1 
"16051","26820","Jefferson ID","Idaho Falls, ID",30891,0.1962,1 
"16053","46300","Jerome ID","Twin Falls, ID",24237,0.2121,1 
"16055","17660","Kootenai ID","Coeur dAlene, ID",171362,1,1 
"16057","34140","Latah ID","Moscow, ID",39517,1,1 
"16059","99999","Lemhi ID","[not in a CBSA]",7974,0.0004,1 
"16061","99999","Lewis ID","[not in a CBSA]",3533,0.0002,1 
"16063","99999","Lincoln ID","[not in a CBSA]",5127,0.0003,1 
"16065","39940","Madison ID","Rexburg, ID",52913,0.7981,1 
"16067","15420","Minidoka ID","Burley, ID",21613,0.4671,1 
"16069","30300","Nez Perce ID","Lewiston, ID-WA",42090,0.6538,1 
"16071","99999","Oneida ID","[not in a CBSA]",4564,0.0003,1 
"16073","14260","Owyhee ID","Boise City, ID",11913,0.0156,1 
"16075","36620","Payette ID","Ontario, OR-ID",25386,0.4457,1 
"16077","38540","Power ID","Pocatello, ID",7878,0.083,1 
"16079","99999","Shoshone ID","[not in a CBSA]",13169,0.0007,1 
"16081","27220","Teton ID","Jackson, WY-ID",11630,0.3327,1 
"16083","46300","Twin Falls ID","Twin Falls, ID",90046,0.7879,1 
"16085","99999","Valley ID","[not in a CBSA]",11746,0.0007,1 
"16087","99999","Washington ID","[not in a CBSA]",10500,0.0006,1 
"17001","39500","Adams IL","Quincy, IL-MO",65737,0.8676,1 
"17003","16020","Alexander IL","Cape Girardeau, MO-IL",5240,0.0537,1 
"17005","41180","Bond IL","St. Louis, MO-IL",16725,0.0059,1 
"17007","40420","Boone IL","Rockford, IL",53448,0.1578,1 
"17009","99999","Brown IL","[not in a CBSA]",6244,0.0003,1 
"17011","36837","Bureau IL","Ottawa, IL",33244,0.2238,1 
"17013","41180","Calhoun IL","St. Louis, MO-IL",4437,0.0016,1 
"17015","99999","Carroll IL","[not in a CBSA]",15702,0.0009,1 
"17017","99999","Cass IL","[not in a CBSA]",13042,0.0007,1 
"17019","16580","Champaign IL","Champaign-Urbana, IL",205865,0.9251,1 
"17021","45380","Christian IL","Taylorville, IL",34032,1,1 
"17023","99999","Clark IL","[not in a CBSA]",15455,0.0009,1 
"17025","99999","Clay IL","[not in a CBSA]",13288,0.0007,1 
"17027","41180","Clinton IL","St. Louis, MO-IL",36899,0.0131,1 
"17029","16660","Coles IL","Charleston-Mattoon, IL",46863,0.8177,1 
"17031","16980","Cook IL","Chicago-Naperville-Elgin, IL-IN-WI",5275541,0.5485,1 
"17033","99999","Crawford IL","[not in a CBSA]",18679,0.001,1 
"17035","16660","Cumberland IL","Charleston-Mattoon, IL",10450,0.1823,1 
"17037","16980","DeKalb IL","Chicago-Naperville-Elgin, IL-IN-WI",100420,0.0104,1 
"17039","99999","De Witt IL","[not in a CBSA]",15516,0.0009,1 
"17041","99999","Douglas IL","[not in a CBSA]",19740,0.0011,1 
"17043","16980","DuPage IL","Chicago-Naperville-Elgin, IL-IN-WI",932877,0.097,1 
"17045","99999","Edgar IL","[not in a CBSA]",16866,0.0009,1 
"17047","99999","Edwards IL","[not in a CBSA]",6245,0.0003,1 
"17049","20820","Effingham IL","Effingham, IL",34668,1,1 
"17051","99999","Fayette IL","[not in a CBSA]",21488,0.0012,1 
"17053","99999","Ford IL","[not in a CBSA]",13534,0.0008,1 
"17055","99999","Franklin IL","[not in a CBSA]",37804,0.0021,1 
"17057","37900","Fulton IL","Peoria, IL",33609,0.0835,1 
"17059","99999","Gallatin IL","[not in a CBSA]",4946,0.0003,1 
"17061","99999","Greene IL","[not in a CBSA]",11985,0.0007,1 
"17063","16980","Grundy IL","Chicago-Naperville-Elgin, IL-IN-WI",52533,0.0055,1 
"17065","99999","Hamilton IL","[not in a CBSA]",7993,0.0004,1 
"17067","22800","Hancock IL","Fort Madison-Keokuk, IA-IL-MO",17620,0.3048,1 
"17069","99999","Hardin IL","[not in a CBSA]",3649,0.0002,1 
"17071","15460","Henderson IL","Burlington, IA-IL",6387,0.141,1 
"17073","19340","Henry IL","Davenport-Moline-Rock Island, IA-IL",49284,0.1282,1 
"17075","99999","Iroquois IL","[not in a CBSA]",27077,0.0015,1 
"17077","16060","Jackson IL","Carbondale-Marion, IL",52974,0.397,1 
"17079","99999","Jasper IL","[not in a CBSA]",9287,0.0005,1 
"17081","34500","Jefferson IL","Mount Vernon, IL",37113,1,1 
"17083","41180","Jersey IL","St. Louis, MO-IL",21512,0.0076,1 
"17085","99999","Jo Daviess IL","[not in a CBSA]",22035,0.0012,1 
"17087","16060","Johnson IL","Carbondale-Marion, IL",13308,0.0997,1 
"17089","16980","Kane IL","Chicago-Naperville-Elgin, IL-IN-WI",516522,0.0537,1 
"17091","28100","Kankakee IL","Kankakee, IL",107502,1,1 
"17093","16980","Kendall IL","Chicago-Naperville-Elgin, IL-IN-WI",131869,0.0137,1 
"17095","23660","Knox IL","Galesburg, IL",49967,1,1 
"17097","16980","Lake IL","Chicago-Naperville-Elgin, IL-IN-WI",714342,0.0743,1 
"17099","36837","La Salle IL","Ottawa, IL",109658,0.7382,1 
"17101","99999","Lawrence IL","[not in a CBSA]",15280,0.0008,1 
"17103","19940","Lee IL","Dixon, IL",34145,1,1 
"17105","38700","Livingston IL","Pontiac, IL",35815,1,1 
"17107","30660","Logan IL","Lincoln, IL",27987,1,1 
"17109","31380","McDonough IL","Macomb, IL",27238,1,1 
"17111","16980","McHenry IL","Chicago-Naperville-Elgin, IL-IN-WI",310229,0.0323,1 
"17113","14010","McLean IL","Bloomington, IL",170954,1,1 
"17115","19500","Macon IL","Decatur, IL",103998,1,1 
"17117","41180","Macoupin IL","St. Louis, MO-IL",44967,0.0159,1 
"17119","41180","Madison IL","St. Louis, MO-IL",265859,0.0943,1 
"17121","16460","Marion IL","Centralia, IL",37729,1,1 
"17123","37900","Marshall IL","Peoria, IL",11742,0.0292,1 
"17125","99999","Mason IL","[not in a CBSA]",13086,0.0007,1 
"17127","37140","Massac IL","Paducah, KY-IL",14169,0.1436,1 
"17129","44100","Menard IL","Springfield, IL",12297,0.0589,1 
"17131","19340","Mercer IL","Davenport-Moline-Rock Island, IA-IL",15699,0.0408,1 
"17133","41180","Monroe IL","St. Louis, MO-IL",34962,0.0124,1 
"17135","99999","Montgomery IL","[not in a CBSA]",28288,0.0016,1 
"17137","27300","Morgan IL","Jacksonville, IL",32915,0.8693,1 
"17139","99999","Moultrie IL","[not in a CBSA]",14526,0.0008,1 
"17141","40300","Ogle IL","Rochelle, IL",51788,1,1 
"17143","37900","Peoria IL","Peoria, IL",181830,0.4519,1 
"17145","99999","Perry IL","[not in a CBSA]",20945,0.0012,1 
"17147","16580","Piatt IL","Champaign-Urbana, IL",16673,0.0749,1 
"17149","99999","Pike IL","[not in a CBSA]",14739,0.0008,1 
"17151","99999","Pope IL","[not in a CBSA]",3763,0.0002,1 
"17153","99999","Pulaski IL","[not in a CBSA]",5193,0.0003,1 
"17155","36837","Putnam IL","Ottawa, IL",5637,0.0379,1 
"17157","99999","Randolph IL","[not in a CBSA]",30163,0.0017,1 
"17159","99999","Richland IL","[not in a CBSA]",15813,0.0009,1 
"17161","19340","Rock Island IL","Davenport-Moline-Rock Island, IA-IL",144672,0.3764,1 
"17163","41180","St. Clair IL","St. Louis, MO-IL",257400,0.0913,1 
"17165","99999","Saline IL","[not in a CBSA]",23768,0.0013,1 
"17167","44100","Sangamon IL","Springfield, IL",196343,0.9411,1 
"17169","99999","Schuyler IL","[not in a CBSA]",6902,0.0004,1 
"17171","27300","Scott IL","Jacksonville, IL",4949,0.1307,1 
"17173","99999","Shelby IL","[not in a CBSA]",20990,0.0012,1 
"17175","37900","Stark IL","Peoria, IL",5400,0.0134,1 
"17177","23300","Stephenson IL","Freeport, IL",44630,1,1 
"17179","37900","Tazewell IL","Peoria, IL",131343,0.3264,1 
"17181","99999","Union IL","[not in a CBSA]",17244,0.001,1 
