"county","cbsa20","CountyName","CBSAName20","pop20","afact2","afact"
"County code","Core-based statistical area code","County name","2020 CBSA name","Total population (2020 Census)","cbsa20-to-county allocation factor","county-to-cbsa20 allocation factor"
"29213","14700","Taney MO","Branson, MO",56066,1,1 
"29215","99999","Texas MO","[not in a CBSA]",24487,0.0014,1 
"29217","99999","Vernon MO","[not in a CBSA]",19707,0.0011,1 
"29219","41180","Warren MO","St. Louis, MO-IL",35532,0.0126,1 
"29221","99999","Washington MO","[not in a CBSA]",23514,0.0013,1 
"29223","99999","Wayne MO","[not in a CBSA]",10974,0.0006,1 
"29225","44180","Webster MO","Springfield, MO",39085,0.0822,1 
"29227","99999","Worth MO","[not in a CBSA]",1973,0.0001,1 
"29229","99999","Wright MO","[not in a CBSA]",18188,0.001,1 
"29510","41180","St. Louis city MO","St. Louis, MO-IL",301578,0.1069,1 
"30001","99999","Beaverhead MT","[not in a CBSA]",9371,0.0005,1 
"30003","99999","Big Horn MT","[not in a CBSA]",13124,0.0007,1 
"30005","99999","Blaine MT","[not in a CBSA]",7044,0.0004,1 
"30007","99999","Broadwater MT","[not in a CBSA]",6774,0.0004,1 
"30009","13740","Carbon MT","Billings, MT",10473,0.0569,1 
"30011","99999","Carter MT","[not in a CBSA]",1415,0.0001,1 
"30013","24500","Cascade MT","Great Falls, MT",84414,1,1 
"30015","99999","Chouteau MT","[not in a CBSA]",5895,0.0003,1 
"30017","99999","Custer MT","[not in a CBSA]",11867,0.0007,1 
"30019","99999","Daniels MT","[not in a CBSA]",1661,0.0001,1 
"30021","99999","Dawson MT","[not in a CBSA]",8940,0.0005,1 
"30023","99999","Deer Lodge MT","[not in a CBSA]",9421,0.0005,1 
"30025","99999","Fallon MT","[not in a CBSA]",3049,0.0002,1 
"30027","99999","Fergus MT","[not in a CBSA]",11446,0.0006,1 
"30029","28060","Flathead MT","Kalispell, MT",104357,1,1 
"30031","14580","Gallatin MT","Bozeman, MT",118960,1,1 
"30033","99999","Garfield MT","[not in a CBSA]",1173,0.0001,1 
"30035","99999","Glacier MT","[not in a CBSA]",13778,0.0008,1 
"30037","99999","Golden Valley MT","[not in a CBSA]",823,0,1 
"30039","99999","Granite MT","[not in a CBSA]",3309,0.0002,1 
"30041","99999","Hill MT","[not in a CBSA]",16309,0.0009,1 
"30043","25740","Jefferson MT","Helena, MT",12085,0.1455,1 
"30045","99999","Judith Basin MT","[not in a CBSA]",2023,0.0001,1 
"30047","99999","Lake MT","[not in a CBSA]",31134,0.0017,1 
"30049","25740","Lewis and Clark MT","Helena, MT",70973,0.8545,1 
"30051","99999","Liberty MT","[not in a CBSA]",1959,0.0001,1 
"30053","99999","Lincoln MT","[not in a CBSA]",19677,0.0011,1 
"30055","99999","McCone MT","[not in a CBSA]",1729,0.0001,1 
"30057","99999","Madison MT","[not in a CBSA]",8623,0.0005,1 
"30059","99999","Meagher MT","[not in a CBSA]",1927,0.0001,1 
"30061","99999","Mineral MT","[not in a CBSA]",4535,0.0003,1 
"30063","33540","Missoula MT","Missoula, MT",117922,1,1 
"30065","99999","Musselshell MT","[not in a CBSA]",4730,0.0003,1 
"30067","99999","Park MT","[not in a CBSA]",17191,0.001,1 
"30069","99999","Petroleum MT","[not in a CBSA]",496,0,1 
"30071","99999","Phillips MT","[not in a CBSA]",4217,0.0002,1 
"30073","99999","Pondera MT","[not in a CBSA]",5898,0.0003,1 
"30075","99999","Powder River MT","[not in a CBSA]",1694,0.0001,1 
"30077","99999","Powell MT","[not in a CBSA]",6946,0.0004,1 
"30079","99999","Prairie MT","[not in a CBSA]",1088,0.0001,1 
"30081","99999","Ravalli MT","[not in a CBSA]",44174,0.0025,1 
"30083","99999","Richland MT","[not in a CBSA]",11491,0.0006,1 
"30085","99999","Roosevelt MT","[not in a CBSA]",10794,0.0006,1 
"30087","99999","Rosebud MT","[not in a CBSA]",8329,0.0005,1 
"30089","99999","Sanders MT","[not in a CBSA]",12400,0.0007,1 
"30091","99999","Sheridan MT","[not in a CBSA]",3539,0.0002,1 
"30093","15580","Silver Bow MT","Butte-Silver Bow, MT",35133,1,1 
"30095","13740","Stillwater MT","Billings, MT",8963,0.0487,1 
"30097","99999","Sweet Grass MT","[not in a CBSA]",3678,0.0002,1 
"30099","99999","Teton MT","[not in a CBSA]",6226,0.0003,1 
"30101","99999","Toole MT","[not in a CBSA]",4971,0.0003,1 
"30103","99999","Treasure MT","[not in a CBSA]",762,0,1 
"30105","99999","Valley MT","[not in a CBSA]",7578,0.0004,1 
"30107","99999","Wheatland MT","[not in a CBSA]",2069,0.0001,1 
"30109","99999","Wibaux MT","[not in a CBSA]",937,0.0001,1 
"30111","13740","Yellowstone MT","Billings, MT",164731,0.8945,1 
"31001","25580","Adams NE","Hastings, NE",31205,1,1 
"31003","99999","Antelope NE","[not in a CBSA]",6295,0.0004,1 
"31005","99999","Arthur NE","[not in a CBSA]",434,0,1 
"31007","42420","Banner NE","Scottsbluff, NE",674,0.0178,1 
"31009","99999","Blaine NE","[not in a CBSA]",431,0,1 
"31011","99999","Boone NE","[not in a CBSA]",5379,0.0003,1 
"31013","99999","Box Butte NE","[not in a CBSA]",10842,0.0006,1 
"31015","99999","Boyd NE","[not in a CBSA]",1810,0.0001,1 
"31017","99999","Brown NE","[not in a CBSA]",2903,0.0002,1 
"31019","28260","Buffalo NE","Kearney, NE",50084,0.8822,1 
"31021","99999","Burt NE","[not in a CBSA]",6722,0.0004,1 
"31023","99999","Butler NE","[not in a CBSA]",8369,0.0005,1 
"31025","36540","Cass NE","Omaha-Council Bluffs, NE-IA",26598,0.0275,1 
"31027","99999","Cedar NE","[not in a CBSA]",8380,0.0005,1 
"31029","99999","Chase NE","[not in a CBSA]",3893,0.0002,1 
"31031","99999","Cherry NE","[not in a CBSA]",5455,0.0003,1 
"31033","99999","Cheyenne NE","[not in a CBSA]",9468,0.0005,1 
"31035","99999","Clay NE","[not in a CBSA]",6104,0.0003,1 
"31037","99999","Colfax NE","[not in a CBSA]",10582,0.0006,1 
"31039","99999","Cuming NE","[not in a CBSA]",9013,0.0005,1 
"31041","99999","Custer NE","[not in a CBSA]",10545,0.0006,1 
"31043","43580","Dakota NE","Sioux City, IA-NE-SD",21582,0.1439,1 
"31045","99999","Dawes NE","[not in a CBSA]",8199,0.0005,1 
"31047","30420","Dawson NE","Lexington, NE",24111,0.9272,1 
"31049","99999","Deuel NE","[not in a CBSA]",1838,0.0001,1 
"31051","43580","Dixon NE","Sioux City, IA-NE-SD",5606,0.0374,1 
"31053","23340","Dodge NE","Fremont, NE",37167,1,1 
"31055","36540","Douglas NE","Omaha-Council Bluffs, NE-IA",584526,0.6041,1 
"31057","99999","Dundy NE","[not in a CBSA]",1654,0.0001,1 
"31059","99999","Fillmore NE","[not in a CBSA]",5551,0.0003,1 
"31061","99999","Franklin NE","[not in a CBSA]",2889,0.0002,1 
"31063","99999","Frontier NE","[not in a CBSA]",2519,0.0001,1 
"31065","99999","Furnas NE","[not in a CBSA]",4636,0.0003,1 
"31067","13100","Gage NE","Beatrice, NE",21704,1,1 
"31069","99999","Garden NE","[not in a CBSA]",1874,0.0001,1 
"31071","99999","Garfield NE","[not in a CBSA]",1813,0.0001,1 
"31073","30420","Gosper NE","Lexington, NE",1893,0.0728,1 
"31075","99999","Grant NE","[not in a CBSA]",611,0,1 
"31077","99999","Greeley NE","[not in a CBSA]",2188,0.0001,1 
"31079","24260","Hall NE","Grand Island, NE",62895,0.8164,1 
"31081","99999","Hamilton NE","[not in a CBSA]",9429,0.0005,1 
"31083","99999","Harlan NE","[not in a CBSA]",3073,0.0002,1 
"31085","99999","Hayes NE","[not in a CBSA]",856,0,1 
"31087","99999","Hitchcock NE","[not in a CBSA]",2616,0.0001,1 
"31089","99999","Holt NE","[not in a CBSA]",10127,0.0006,1 
"31091","99999","Hooker NE","[not in a CBSA]",711,0,1 
"31093","24260","Howard NE","Grand Island, NE",6475,0.084,1 
"31095","99999","Jefferson NE","[not in a CBSA]",7240,0.0004,1 
"31097","99999","Johnson NE","[not in a CBSA]",5290,0.0003,1 
"31099","28260","Kearney NE","Kearney, NE",6688,0.1178,1 
"31101","99999","Keith NE","[not in a CBSA]",8335,0.0005,1 
"31103","99999","Keya Paha NE","[not in a CBSA]",769,0,1 
"31105","99999","Kimball NE","[not in a CBSA]",3434,0.0002,1 
"31107","99999","Knox NE","[not in a CBSA]",8391,0.0005,1 
"31109","30700","Lancaster NE","Lincoln, NE",322608,0.9482,1 
"31111","35820","Lincoln NE","North Platte, NE",34676,0.9688,1 
"31113","35820","Logan NE","North Platte, NE",716,0.02,1 
"31115","99999","Loup NE","[not in a CBSA]",607,0,1 
"31117","35820","McPherson NE","North Platte, NE",399,0.0111,1 
"31119","35740","Madison NE","Norfolk, NE",35585,0.73,1 
"31121","24260","Merrick NE","Grand Island, NE",7668,0.0995,1 
"31123","99999","Morrill NE","[not in a CBSA]",4555,0.0003,1 
"31125","99999","Nance NE","[not in a CBSA]",3380,0.0002,1 
"31127","99999","Nemaha NE","[not in a CBSA]",7074,0.0004,1 
"31129","99999","Nuckolls NE","[not in a CBSA]",4095,0.0002,1 
"31131","99999","Otoe NE","[not in a CBSA]",15912,0.0009,1 
"31133","99999","Pawnee NE","[not in a CBSA]",2544,0.0001,1 
"31135","99999","Perkins NE","[not in a CBSA]",2858,0.0002,1 
"31137","99999","Phelps NE","[not in a CBSA]",8968,0.0005,1 
"31139","35740","Pierce NE","Norfolk, NE",7317,0.1501,1 
"31141","18100","Platte NE","Columbus, NE",34296,1,1 
"31143","99999","Polk NE","[not in a CBSA]",5214,0.0003,1 
"31145","99999","Red Willow NE","[not in a CBSA]",10702,0.0006,1 
"31147","99999","Richardson NE","[not in a CBSA]",7871,0.0004,1 
"31149","99999","Rock NE","[not in a CBSA]",1262,0.0001,1 
"31151","99999","Saline NE","[not in a CBSA]",14292,0.0008,1 
"31153","36540","Sarpy NE","Omaha-Council Bluffs, NE-IA",190604,0.197,1 
"31155","36540","Saunders NE","Omaha-Council Bluffs, NE-IA",22278,0.023,1 
"31157","42420","Scotts Bluff NE","Scottsbluff, NE",36084,0.9523,1 
"31159","30700","Seward NE","Lincoln, NE",17609,0.0518,1 
"31161","99999","Sheridan NE","[not in a CBSA]",5127,0.0003,1 
"31163","99999","Sherman NE","[not in a CBSA]",2959,0.0002,1 
"31165","42420","Sioux NE","Scottsbluff, NE",1135,0.03,1 
"31167","35740","Stanton NE","Norfolk, NE",5842,0.1199,1 
"31169","99999","Thayer NE","[not in a CBSA]",5034,0.0003,1 
"31171","99999","Thomas NE","[not in a CBSA]",669,0,1 
"31173","99999","Thurston NE","[not in a CBSA]",6773,0.0004,1 
"31175","99999","Valley NE","[not in a CBSA]",4059,0.0002,1 
"31177","36540","Washington NE","Omaha-Council Bluffs, NE-IA",20865,0.0216,1 
"31179","99999","Wayne NE","[not in a CBSA]",9697,0.0005,1 
"31181","99999","Webster NE","[not in a CBSA]",3395,0.0002,1 
"31183","99999","Wheeler NE","[not in a CBSA]",774,0,1 
"31185","99999","York NE","[not in a CBSA]",14125,0.0008,1 
"32001","21980","Churchill NV","Fallon, NV",25516,1,1 
"32003","29820","Clark NV","Las Vegas-Henderson-Paradise, NV",2265461,1,1 
"32005","23820","Douglas NV","Gardnerville Ranchos, NV",49488,1,1 
"32007","21220","Elko NV","Elko, NV",53702,0.9666,1 
"32009","99999","Esmeralda NV","[not in a CBSA]",729,0,1 
"32011","21220","Eureka NV","Elko, NV",1855,0.0334,1 
"32013","49080","Humboldt NV","Winnemucca, NV",17285,1,1 
"32015","99999","Lander NV","[not in a CBSA]",5734,0.0003,1 
"32017","99999","Lincoln NV","[not in a CBSA]",4499,0.0003,1 
"32019","22280","Lyon NV","Fernley, NV",59235,1,1 
"32021","99999","Mineral NV","[not in a CBSA]",4554,0.0003,1 
"32023","37220","Nye NV","Pahrump, NV",51591,1,1 
"32027","99999","Pershing NV","[not in a CBSA]",6650,0.0004,1 
"32029","39900","Storey NV","Reno, NV",4104,0.0084,1 
"32031","39900","Washoe NV","Reno, NV",486492,0.9916,1 
"32033","99999","White Pine NV","[not in a CBSA]",9080,0.0005,1 
"32510","16180","Carson City NV","Carson City, NV",58639,1,1 
"33001","29060","Belknap NH","Laconia, NH",63705,1,1 
"33003","99999","Carroll NH","[not in a CBSA]",50107,0.0028,1 
"33005","28300","Cheshire NH","Keene, NH",76458,1,1 
"33007","13620","Coos NH","Berlin, NH",31268,1,1 
"33009","30100","Grafton NH","Lebanon, NH-VT",91118,0.4119,1 
"33011","31700","Hillsborough NH","Manchester-Nashua, NH",422937,1,1 
"33013","18180","Merrimack NH","Concord, NH",153808,1,1 
"33015","14460","Rockingham NH","Boston-Cambridge-Newton, MA-NH",314176,0.0636,1 
"33017","14460","Strafford NH","Boston-Cambridge-Newton, MA-NH",130889,0.0265,1 
"33019","30100","Sullivan NH","Lebanon, NH-VT",43063,0.1947,1 
"34001","12100","Atlantic NJ","Atlantic City-Hammonton, NJ",274534,1,1 
"34003","35620","Bergen NJ","New York-Newark-Jersey City, NY-NJ-PA",955732,0.0475,1 
"34005","37980","Burlington NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",461860,0.074,1 
"34007","37980","Camden NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",523485,0.0838,1 
"34009","36140","Cape May NJ","Ocean City, NJ",95263,1,1 
"34011","47220","Cumberland NJ","Vineland-Bridgeton, NJ",154152,1,1 
"34013","35620","Essex NJ","New York-Newark-Jersey City, NY-NJ-PA",863728,0.0429,1 
"34015","37980","Gloucester NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",302294,0.0484,1 
"34017","35620","Hudson NJ","New York-Newark-Jersey City, NY-NJ-PA",724854,0.036,1 
"34019","35620","Hunterdon NJ","New York-Newark-Jersey City, NY-NJ-PA",128947,0.0064,1 
"34021","45940","Mercer NJ","Trenton-Princeton, NJ",387340,1,1 
"34023","35620","Middlesex NJ","New York-Newark-Jersey City, NY-NJ-PA",863162,0.0429,1 
"34025","35620","Monmouth NJ","New York-Newark-Jersey City, NY-NJ-PA",643615,0.032,1 
"34027","35620","Morris NJ","New York-Newark-Jersey City, NY-NJ-PA",509285,0.0253,1 
"34029","35620","Ocean NJ","New York-Newark-Jersey City, NY-NJ-PA",637229,0.0316,1 
"34031","35620","Passaic NJ","New York-Newark-Jersey City, NY-NJ-PA",524118,0.026,1 
"34033","37980","Salem NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",64837,0.0104,1 
"34035","35620","Somerset NJ","New York-Newark-Jersey City, NY-NJ-PA",345361,0.0171,1 
"34037","35620","Sussex NJ","New York-Newark-Jersey City, NY-NJ-PA",144221,0.0072,1 
"34039","35620","Union NJ","New York-Newark-Jersey City, NY-NJ-PA",575345,0.0286,1 
"34041","10900","Warren NJ","Allentown-Bethlehem-Easton, PA-NJ",109632,0.1272,1 
"35001","10740","Bernalillo NM","Albuquerque, NM",676444,0.7381,1 
"35003","99999","Catron NM","[not in a CBSA]",3579,0.0002,1 
"35005","40740","Chaves NM","Roswell, NM",65157,1,1 
"35006","24380","Cibola NM","Grants, NM",27172,1,1 
"35007","99999","Colfax NM","[not in a CBSA]",12387,0.0007,1 
"35009","17580","Curry NM","Clovis, NM",48430,1,1 
"35011","99999","DeBaca NM","[not in a CBSA]",1698,0.0001,1 
"35013","29740","Dona Ana NM","Las Cruces, NM",219561,1,1 
"35015","16100","Eddy NM","Carlsbad-Artesia, NM",62314,1,1 
"35017","43500","Grant NM","Silver City, NM",28185,1,1 
"35019","99999","Guadalupe NM","[not in a CBSA]",4452,0.0002,1 
"35021","99999","Harding NM","[not in a CBSA]",657,0,1 
"35023","99999","Hidalgo NM","[not in a CBSA]",4178,0.0002,1 
"35025","26020","Lea NM","Hobbs, NM",74455,1,1 
"35027","40760","Lincoln NM","Ruidoso, NM",20269,1,1 
"35028","31060","Los Alamos NM","Los Alamos, NM",19419,1,1 
"35029","19700","Luna NM","Deming, NM",25427,1,1 
"35031","23700","McKinley NM","Gallup, NM",72902,1,1 
"35033","29780","Mora NM","Las Vegas, NM",4189,0.1335,1 
"35035","10460","Otero NM","Alamogordo, NM",67839,1,1 
"35037","99999","Quay NM","[not in a CBSA]",8746,0.0005,1 
"35039","21580","Rio Arriba NM","Española, NM",40363,1,1 
"35041","38780","Roosevelt NM","Portales, NM",19191,1,1 
"35043","10740","Sandoval NM","Albuquerque, NM",148834,0.1624,1 
"35045","22140","San Juan NM","Farmington, NM",121661,1,1 
"35047","29780","San Miguel NM","Las Vegas, NM",27201,0.8665,1 
"35049","42140","Santa Fe NM","Santa Fe, NM",154823,1,1 
"35051","99999","Sierra NM","[not in a CBSA]",11576,0.0006,1 
"35053","99999","Socorro NM","[not in a CBSA]",16595,0.0009,1 
"35055","45340","Taos NM","Taos, NM",34489,1,1 
"35057","10740","Torrance NM","Albuquerque, NM",15045,0.0164,1 
"35059","99999","Union NM","[not in a CBSA]",4079,0.0002,1 
"35061","10740","Valencia NM","Albuquerque, NM",76205,0.0831,1 
"36001","10580","Albany NY","Albany-Schenectady-Troy, NY",314848,0.3501,1 
"36003","99999","Allegany NY","[not in a CBSA]",46456,0.0026,1 
"36005","35620","Bronx NY","New York-Newark-Jersey City, NY-NJ-PA",1472654,0.0731,1 
"36007","13780","Broome NY","Binghamton, NY",198683,0.8039,1 
"36009","36460","Cattaraugus NY","Olean, NY",77042,1,1 
"36011","12180","Cayuga NY","Auburn, NY",76248,1,1 
"36013","27460","Chautauqua NY","Jamestown-Dunkirk-Fredonia, NY",127657,1,1 
"36015","21300","Chemung NY","Elmira, NY",84148,1,1 
"36017","99999","Chenango NY","[not in a CBSA]",47220,0.0026,1 
"36019","38460","Clinton NY","Plattsburgh, NY",79843,1,1 
"36021","26460","Columbia NY","Hudson, NY",61570,1,1 
"36023","18660","Cortland NY","Cortland, NY",46809,1,1 
"36025","99999","Delaware NY","[not in a CBSA]",44308,0.0025,1 
"36027","39100","Dutchess NY","Poughkeepsie-Newburgh-Middletown, NY",295911,0.4244,1 
"36029","15380","Erie NY","Buffalo-Cheektowaga, NY",954236,0.8178,1 
"36031","99999","Essex NY","[not in a CBSA]",37381,0.0021,1 
"36033","31660","Franklin NY","Malone, NY",47555,1,1 
"36035","24100","Fulton NY","Gloversville, NY",53324,1,1 
"36037","12860","Genesee NY","Batavia, NY",58388,1,1 
"36039","99999","Greene NY","[not in a CBSA]",47931,0.0027,1 
"36041","99999","Hamilton NY","[not in a CBSA]",5107,0.0003,1 
"36043","46540","Herkimer NY","Utica-Rome, NY",60139,0.2058,1 
"36045","48060","Jefferson NY","Watertown-Fort Drum, NY",116721,1,1 
"36047","35620","Kings NY","New York-Newark-Jersey City, NY-NJ-PA",2736074,0.1358,1 
"36049","99999","Lewis NY","[not in a CBSA]",26582,0.0015,1 
"36051","40380","Livingston NY","Rochester, NY",61834,0.0567,1 
"36053","45060","Madison NY","Syracuse, NY",68016,0.1027,1 
"36055","40380","Monroe NY","Rochester, NY",759443,0.6967,1 
"36057","11220","Montgomery NY","Amsterdam, NY",49532,1,1 
"36059","35620","Nassau NY","New York-Newark-Jersey City, NY-NJ-PA",1395774,0.0693,1 
"36061","35620","New York NY","New York-Newark-Jersey City, NY-NJ-PA",1694251,0.0841,1 
"36063","15380","Niagara NY","Buffalo-Cheektowaga, NY",212666,0.1822,1 
"36065","46540","Oneida NY","Utica-Rome, NY",232125,0.7942,1 
"36067","45060","Onondaga NY","Syracuse, NY",476516,0.7198,1 
"36069","40380","Ontario NY","Rochester, NY",112458,0.1032,1 
"36071","39100","Orange NY","Poughkeepsie-Newburgh-Middletown, NY",401310,0.5756,1 
"36073","40380","Orleans NY","Rochester, NY",40343,0.037,1 
"36075","45060","Oswego NY","Syracuse, NY",117525,0.1775,1 
"36077","36580","Otsego NY","Oneonta, NY",58524,1,1 
"36079","35620","Putnam NY","New York-Newark-Jersey City, NY-NJ-PA",97668,0.0048,1 
"36081","35620","Queens NY","New York-Newark-Jersey City, NY-NJ-PA",2405464,0.1194,1 
"36083","10580","Rensselaer NY","Albany-Schenectady-Troy, NY",161130,0.1792,1 
"36085","35620","Richmond NY","New York-Newark-Jersey City, NY-NJ-PA",495747,0.0246,1 
"36087","35620","Rockland NY","New York-Newark-Jersey City, NY-NJ-PA",338329,0.0168,1 
"36089","36300","St. Lawrence NY","Ogdensburg-Massena, NY",108505,1,1 
"36091","10580","Saratoga NY","Albany-Schenectady-Troy, NY",235509,0.2619,1 
"36093","10580","Schenectady NY","Albany-Schenectady-Troy, NY",158061,0.1758,1 
"36095","10580","Schoharie NY","Albany-Schenectady-Troy, NY",29714,0.033,1 
"36097","99999","Schuyler NY","[not in a CBSA]",17898,0.001,1 
"36099","42900","Seneca NY","Seneca Falls, NY",33814,1,1 
"36101","18500","Steuben NY","Corning, NY",93584,1,1 
"36103","35620","Suffolk NY","New York-Newark-Jersey City, NY-NJ-PA",1525920,0.0758,1 
"36105","99999","Sullivan NY","[not in a CBSA]",78624,0.0044,1 
"36107","13780","Tioga NY","Binghamton, NY",48455,0.1961,1 
"36109","27060","Tompkins NY","Ithaca, NY",105740,1,1 
"36111","28740","Ulster NY","Kingston, NY",181851,1,1 
"36113","24020","Warren NY","Glens Falls, NY",65737,0.5175,1 
"36115","24020","Washington NY","Glens Falls, NY",61302,0.4825,1 
"36117","40380","Wayne NY","Rochester, NY",91283,0.0837,1 
"36119","35620","Westchester NY","New York-Newark-Jersey City, NY-NJ-PA",1004457,0.0499,1 
"36121","99999","Wyoming NY","[not in a CBSA]",40531,0.0023,1 
"36123","40380","Yates NY","Rochester, NY",24774,0.0227,1 
"37001","15500","Alamance NC","Burlington, NC",171415,1,1 
"37003","25860","Alexander NC","Hickory-Lenoir-Morganton, NC",36444,0.0998,1 
"37005","99999","Alleghany NC","[not in a CBSA]",10888,0.0006,1 
"37007","16740","Anson NC","Charlotte-Concord-Gastonia, NC-SC",22055,0.0083,1 
"37009","99999","Ashe NC","[not in a CBSA]",26577,0.0015,1 
"37011","99999","Avery NC","[not in a CBSA]",17806,0.001,1 
"37013","47820","Beaufort NC","Washington, NC",44652,1,1 
"37015","99999","Bertie NC","[not in a CBSA]",17934,0.001,1 
"37017","99999","Bladen NC","[not in a CBSA]",29606,0.0016,1 
"37019","34820","Brunswick NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",136693,0.2803,1 
"37021","11700","Buncombe NC","Asheville, NC",269452,0.5745,1 
"37023","25860","Burke NC","Hickory-Lenoir-Morganton, NC",87570,0.2397,1 
"37025","16740","Cabarrus NC","Charlotte-Concord-Gastonia, NC-SC",225804,0.0849,1 
"37027","25860","Caldwell NC","Hickory-Lenoir-Morganton, NC",80652,0.2208,1 
"37029","47260","Camden NC","Virginia Beach-Norfolk-Newport News, VA-NC",10355,0.0058,1 
"37031","33980","Carteret NC","Morehead City, NC",67686,1,1 
"37033","99999","Caswell NC","[not in a CBSA]",22736,0.0013,1 
"37035","25860","Catawba NC","Hickory-Lenoir-Morganton, NC",160610,0.4397,1 
"37037","20500","Chatham NC","Durham-Chapel Hill, NC",76285,0.1174,1 
"37039","99999","Cherokee NC","[not in a CBSA]",28774,0.0016,1 
"37041","99999","Chowan NC","[not in a CBSA]",13708,0.0008,1 
"37043","99999","Clay NC","[not in a CBSA]",11089,0.0006,1 
"37045","43140","Cleveland NC","Shelby, NC",99519,1,1 
"37047","99999","Columbus NC","[not in a CBSA]",50623,0.0028,1 
"37049","35100","Craven NC","New Bern, NC",100720,0.8244,1 
"37051","22180","Cumberland NC","Fayetteville, NC",334728,0.6432,1 
"37053","47260","Currituck NC","Virginia Beach-Norfolk-Newport News, VA-NC",28100,0.0156,1 
"37055","28620","Dare NC","Kill Devil Hills, NC",36915,1,1 
"37057","49180","Davidson NC","Winston-Salem, NC",168930,0.2499,1 
"37059","49180","Davie NC","Winston-Salem, NC",42712,0.0632,1 
"37061","99999","Duplin NC","[not in a CBSA]",48715,0.0027,1 
"37063","20500","Durham NC","Durham-Chapel Hill, NC",324833,0.4998,1 
"37065","40580","Edgecombe NC","Rocky Mount, NC",48900,0.3399,1 
"37067","49180","Forsyth NC","Winston-Salem, NC",382590,0.566,1 
"37069","39580","Franklin NC","Raleigh-Cary, NC",68573,0.0485,1 
"37071","16740","Gaston NC","Charlotte-Concord-Gastonia, NC-SC",227943,0.0857,1 
"37073","47260","Gates NC","Virginia Beach-Norfolk-Newport News, VA-NC",10478,0.0058,1 
"37075","99999","Graham NC","[not in a CBSA]",8030,0.0004,1 
"37077","20500","Granville NC","Durham-Chapel Hill, NC",60992,0.0938,1 
"37079","99999","Greene NC","[not in a CBSA]",20451,0.0011,1 
"37081","24660","Guilford NC","Greensboro-High Point, NC",541299,0.697,1 
"37083","40260","Halifax NC","Roanoke Rapids, NC",48622,0.7357,1 
"37085","22180","Harnett NC","Fayetteville, NC",133568,0.2567,1 
"37087","11700","Haywood NC","Asheville, NC",62089,0.1324,1 
"37089","11700","Henderson NC","Asheville, NC",116281,0.2479,1 
"37091","99999","Hertford NC","[not in a CBSA]",21552,0.0012,1 
"37093","22180","Hoke NC","Fayetteville, NC",52082,0.1001,1 
"37095","99999","Hyde NC","[not in a CBSA]",4589,0.0003,1 
"37097","16740","Iredell NC","Charlotte-Concord-Gastonia, NC-SC",186693,0.0702,1 
"37099","19000","Jackson NC","Cullowhee, NC",43109,0.7533,1 
"37101","39580","Johnston NC","Raleigh-Cary, NC",215999,0.1528,1 
"37103","35100","Jones NC","New Bern, NC",9172,0.0751,1 
"37105","41820","Lee NC","Sanford, NC",63285,1,1 
"37107","28820","Lenoir NC","Kinston, NC",55122,1,1 
"37109","16740","Lincoln NC","Charlotte-Concord-Gastonia, NC-SC",86810,0.0326,1 
"37111","32000","McDowell NC","Marion, NC",44578,1,1 
"37113","99999","Macon NC","[not in a CBSA]",37014,0.0021,1 
"37115","11700","Madison NC","Asheville, NC",21193,0.0452,1 
"37117","99999","Martin NC","[not in a CBSA]",22031,0.0012,1 
"37119","16740","Mecklenburg NC","Charlotte-Concord-Gastonia, NC-SC",1115482,0.4193,1 
"37121","99999","Mitchell NC","[not in a CBSA]",14903,0.0008,1 
"37123","99999","Montgomery NC","[not in a CBSA]",25751,0.0014,1 
"37125","38240","Moore NC","Pinehurst-Southern Pines, NC",99727,1,1 
"37127","40580","Nash NC","Rocky Mount, NC",94970,0.6601,1 
"37129","48900","New Hanover NC","Wilmington, NC",225702,0.7894,1 
"37131","40260","Northampton NC","Roanoke Rapids, NC",17471,0.2643,1 
"37133","27340","Onslow NC","Jacksonville, NC",204576,1,1 
"37135","20500","Orange NC","Durham-Chapel Hill, NC",148696,0.2288,1 
"37137","35100","Pamlico NC","New Bern, NC",12276,0.1005,1 
"37139","21020","Pasquotank NC","Elizabeth City, NC",40568,0.7572,1 
"37141","48900","Pender NC","Wilmington, NC",60203,0.2106,1 
"37143","21020","Perquimans NC","Elizabeth City, NC",13005,0.2428,1 
"37145","20500","Person NC","Durham-Chapel Hill, NC",39097,0.0602,1 
"37147","24780","Pitt NC","Greenville, NC",170243,1,1 
"37149","99999","Polk NC","[not in a CBSA]",19328,0.0011,1 
"37151","24660","Randolph NC","Greensboro-High Point, NC",144171,0.1857,1 
"37153","40460","Richmond NC","Rockingham, NC",42946,1,1 
"37155","31300","Robeson NC","Lumberton, NC",116530,1,1 
"37157","24660","Rockingham NC","Greensboro-High Point, NC",91096,0.1173,1 
"37159","16740","Rowan NC","Charlotte-Concord-Gastonia, NC-SC",146875,0.0552,1 
"37161","22580","Rutherford NC","Forest City, NC",64444,1,1 
"37163","99999","Sampson NC","[not in a CBSA]",59036,0.0033,1 
